official_date,game_datetime,game_pk,home_team_id,away_team_id,home_team_name,away_team_name,home_games_played,home_season_win_pct,home_season_runs_scored_avg,home_season_runs_allowed_avg,home_season_run_diff_avg,home_season_batting_home_runs_avg,home_season_batting_walks_avg,home_season_batting_strikeouts_avg,home_season_batting_ops_avg,home_season_stolen_bases_avg,home_season_pitching_era,home_season_pitching_whip,home_season_pitching_k9,home_season_pitching_bb9,home_season_errors_avg,home_venue_split_win_pct,home_venue_split_run_diff_avg,home_last3_win_pct,home_last5_win_pct,home_last10_win_pct,home_last3_runs_scored_avg,home_last3_runs_allowed_avg,home_last5_runs_scored_avg,home_last5_runs_allowed_avg,home_last10_runs_scored_avg,home_last10_runs_allowed_avg,home_last5_batting_ops_avg,home_last5_home_runs_avg,home_last5_walks_avg,home_last5_strikeouts_avg,home_last5_pitching_era,home_last5_pitching_whip,home_bullpen_last3_outs_avg,home_bullpen_last3_pitches_avg,home_bullpen_last3_era,home_days_since_last_game,home_lineup_confirmed,home_lineup_batters,home_lineup_unavailable_regulars,home_lineup_avg_ops,home_lineup_avg_obp,home_lineup_avg_slg,home_lineup_avg_plate_appearances,home_lineup_avg_starts,away_games_played,away_season_win_pct,away_season_runs_scored_avg,away_season_runs_allowed_avg,away_season_run_diff_avg,away_season_batting_home_runs_avg,away_season_batting_walks_avg,away_season_batting_strikeouts_avg,away_season_batting_ops_avg,away_season_stolen_bases_avg,away_season_pitching_era,away_season_pitching_whip,away_season_pitching_k9,away_season_pitching_bb9,away_season_errors_avg,away_venue_split_win_pct,away_venue_split_run_diff_avg,away_last3_win_pct,away_last5_win_pct,away_last10_win_pct,away_last3_runs_scored_avg,away_last3_runs_allowed_avg,away_last5_runs_scored_avg,away_last5_runs_allowed_avg,away_last10_runs_scored_avg,away_last10_runs_allowed_avg,away_last5_batting_ops_avg,away_last5_home_runs_avg,away_last5_walks_avg,away_last5_strikeouts_avg,away_last5_pitching_era,away_last5_pitching_whip,away_bullpen_last3_outs_avg,away_bullpen_last3_pitches_avg,away_bullpen_last3_era,away_days_since_last_game,away_lineup_confirmed,away_lineup_batters,away_lineup_unavailable_regulars,away_lineup_avg_ops,away_lineup_avg_obp,away_lineup_avg_slg,away_lineup_avg_plate_appearances,away_lineup_avg_starts,home_pitcher_starts,home_pitcher_era,home_pitcher_whip,home_pitcher_k9,home_pitcher_bb9,home_pitcher_innings_per_start,home_pitcher_pitches_per_start,home_pitcher_last3_era,home_pitcher_last3_whip,home_pitcher_last3_k9,home_pitcher_days_since_last_start,away_pitcher_starts,away_pitcher_era,away_pitcher_whip,away_pitcher_k9,away_pitcher_bb9,away_pitcher_innings_per_start,away_pitcher_pitches_per_start,away_pitcher_last3_era,away_pitcher_last3_whip,away_pitcher_last3_k9,away_pitcher_days_since_last_start
2026-04-19,2026-04-19T17:35:00Z,822750,120,137,Washington Nationals,San Francisco Giants,16,0.4375,5.875,6.5,-0.625,1.1875,3.4375,7.875,0.7921874999999998,1.0625,6.211267605633803,1.6056338028169015,7.605633802816901,5.070422535211268,0.875,0.16666666666666666,-2.8333333333333335,0.6666666666666666,0.6,0.4,5.333333333333333,7.666666666666667,4.8,6.4,5.6,7.6,0.7706000000000001,0.6,2.4,5.8,6.545454545454546,1.5,14.333333333333334,83.66666666666667,10.046511627906977,6,0.0,9.0,0.0,0.736038134317553,0.34003190407202966,0.3960062302455234,53.22222222222222,11.777777777777779,16,0.375,3.1875,4.5,-1.3125,0.5,2.0625,7.6875,0.5356875000000001,0.3125,4.276595744680851,1.3900709219858156,8.872340425531915,3.893617021276596,0.625,0.5,-0.6666666666666666,0.3333333333333333,0.6,0.4,3.3333333333333335,5.0,4.2,3.0,3.7,4.7,0.6334000000000001,0.8,1.2,6.6,3.13953488372093,1.3488372093023255,8.333333333333334,58.0,6.48,7,0.0,9.0,1.0,0.778360066475566,0.3443513266966071,0.43400873977895876,51.22222222222222,12.222222222222221,3.0,12.405405405405405,2.3513513513513513,8.027027027027026,5.108108108108108,4.111111111111112,79.66666666666667,12.405405405405405,2.3513513513513513,8.027027027027026,11,3.0,2.076923076923077,0.9807692307692308,9.346153846153847,3.1153846153846154,5.777777777777778,98.0,2.076923076923077,0.9807692307692308,9.346153846153847,12
2026-04-19,2026-04-19T20:10:00Z,823150,136,140,Seattle Mariners,Texas Rangers,17,0.47058823529411764,4.0588235294117645,3.411764705882353,0.6470588235294118,0.9411764705882353,4.470588235294118,9.470588235294118,0.6797058823529412,0.5294117647058824,2.947598253275109,1.0414847161572054,8.724890829694322,2.1812227074235806,0.47058823529411764,0.6363636363636364,1.4545454545454546,1.0,0.8,0.5,6.666666666666667,3.3333333333333335,5.8,3.8,4.2,3.4,0.622,1.0,5.8,8.2,3.477272727272727,1.2954545454545454,9.0,42.666666666666664,0.0,6,0.0,9.0,0.0,0.6889599781092443,0.3355566346701098,0.3534033434391344,61.44444444444444,14.88888888888889,16,0.5625,4.1875,3.5,0.6875,1.1875,3.25,9.6875,0.69075,0.5,3.303529411764706,1.1929411764705884,9.783529411764706,3.112941176470588,0.3125,0.6,1.1,0.6666666666666666,0.6,0.5,5.333333333333333,3.0,5.2,3.4,3.5,2.9,0.6788000000000001,1.6,4.6,10.4,3.50381679389313,1.3053435114503817,9.333333333333334,49.0,2.892857142857143,6,0.0,9.0,0.0,0.6832695752696534,0.2973141864696732,0.3859553887999801,54.55555555555556,12.666666666666666,3.0,1.5,0.7777777777777778,8.5,2.0,6.0,84.33333333333333,1.5,0.7777777777777778,8.5,11,3.0,2.7551020408163267,0.8571428571428572,13.775510204081632,2.7551020408163267,5.444444444444444,86.66666666666667,2.7551020408163267,0.8571428571428572,13.775510204081632,11
2026-04-19,2026-04-19T17:35:00Z,823393,134,139,Pittsburgh Pirates,Tampa Bay Rays,16,0.625,5.125,3.9375,1.1875,1.125,4.375,9.25,0.718625,0.75,3.3440366972477062,1.348623853211009,9.660550458715596,4.644495412844036,0.5,0.7142857142857143,2.0,0.6666666666666666,0.6,0.7,8.666666666666666,5.0,6.0,4.6,5.3,3.7,0.7083999999999999,1.2,4.2,10.6,3.4964028776978417,1.4460431654676258,12.0,85.0,6.75,6,0.0,9.0,0.0,0.7753313612939401,0.3573495392661719,0.41798182202776824,55.111111111111114,11.444444444444445,15,0.5333333333333333,4.666666666666667,5.333333333333333,-0.6666666666666666,0.8,3.066666666666667,7.2,0.7485999999999999,1.0666666666666667,4.59,1.2225,8.1,3.3075,1.1333333333333333,0.4444444444444444,-0.5555555555555556,1.0,0.6,0.6,5.0,3.6666666666666665,3.8,5.2,4.2,5.0,0.7118,0.2,2.4,6.8,4.5,1.3478260869565217,12.333333333333334,63.666666666666664,5.108108108108108,7,0.0,9.0,0.0,0.7337216316472089,0.3364871685267453,0.3972344631204636,52.333333333333336,11.777777777777779,3.0,1.0,0.9444444444444444,5.5,2.5,6.0,80.0,1.0,0.9444444444444444,5.5,11,2.0,4.153846153846154,1.153846153846154,9.346153846153847,7.269230769230769,4.333333333333333,74.0,4.153846153846154,1.153846153846154,9.346153846153847,13
2026-04-19,2026-04-19T23:20:00Z,823475,143,144,Philadelphia Phillies,Atlanta Braves,16,0.5,4.125,4.75,-0.625,1.0625,3.5625,8.5625,0.6749375,0.625,4.3426573426573425,1.2937062937062938,10.321678321678322,2.4545454545454546,0.75,0.5,-0.8,0.6666666666666666,0.4,0.5,6.666666666666667,4.666666666666667,4.8,4.8,4.3,4.0,0.6719999999999999,1.2,3.6,9.4,4.295454545454546,1.2954545454545454,14.0,85.66666666666667,4.5,6,0.0,9.0,0.0,0.7318217252191651,0.32931821895275815,0.40250350626640685,61.55555555555556,13.444444444444445,17,0.5882352941176471,5.529411764705882,3.176470588235294,2.3529411764705883,1.2352941176470589,3.588235294117647,7.529411764705882,0.7937058823529411,0.47058823529411764,2.8609271523178808,1.0728476821192052,7.867549668874172,2.801324503311258,0.47058823529411764,0.5714285714285714,3.142857142857143,0.3333333333333333,0.6,0.5,5.666666666666667,5.666666666666667,7.2,4.8,5.3,4.0,0.7732,1.0,4.0,7.6,4.8,1.488888888888889,12.0,79.0,9.0,6,0.0,9.0,0.0,0.7967263120165913,0.34509883616629355,0.45162747585029767,65.66666666666667,14.777777777777779,2.0,4.821428571428571,1.607142857142857,8.678571428571429,1.9285714285714286,4.666666666666667,87.0,4.821428571428571,1.607142857142857,8.678571428571429,13,4.0,3.3230769230769233,1.1076923076923075,7.061538461538461,4.153846153846154,5.416666666666667,79.75,2.7,1.02,7.02,6
2026-04-19,2026-04-19T17:35:00Z,823556,147,118,New York Yankees,Kansas City Royals,16,0.5625,4.75,3.375,1.375,1.1875,4.875,9.625,0.680125,1.3125,2.9858823529411764,1.143529411764706,9.148235294117647,2.4776470588235293,0.5625,0.5714285714285714,1.1428571428571428,0.3333333333333333,0.2,0.4,6.333333333333333,6.666666666666667,4.4,5.2,5.2,4.8,0.6614,1.6,4.2,8.8,4.153846153846154,1.3615384615384614,9.666666666666666,55.333333333333336,8.379310344827585,6,0.0,9.0,0.0,0.6931668930846268,0.3232687470392388,0.369898146045388,59.77777777777778,13.88888888888889,16,0.4375,3.375,4.0625,-0.6875,0.8125,3.75,8.5625,0.6411875,0.9375,3.9028436018957344,1.2938388625592419,9.085308056872037,4.030805687203792,0.375,0.3333333333333333,-2.3333333333333335,0.6666666666666666,0.4,0.4,3.0,2.0,2.2,3.6,3.1,3.7,0.6678000000000001,0.4,3.0,8.6,3.477272727272727,1.1363636363636365,6.666666666666667,32.0,1.35,7,0.0,9.0,0.0,0.6587713560123666,0.31353936875545485,0.3452319872569118,55.111111111111114,13.11111111111111,3.0,2.8125,1.375,10.125,2.8125,5.333333333333333,88.66666666666667,2.8125,1.375,10.125,10,3.0,5.90625,1.6875,12.65625,5.0625,3.5555555555555554,65.66666666666667,5.90625,1.6875,12.65625,11
2026-04-19,2026-04-19T18:10:00Z,823718,142,113,Minnesota Twins,Cincinnati Reds,17,0.5882352941176471,5.411764705882353,4.529411764705882,0.8823529411764706,1.2352941176470589,4.470588235294118,9.235294117647058,0.6564705882352943,0.7058823529411765,4.2885906040268456,1.4161073825503356,8.154362416107382,3.8053691275167787,0.47058823529411764,0.75,1.75,1.0,0.8,0.7,9.333333333333334,4.0,7.0,4.6,5.6,4.5,0.6948,2.2,4.0,8.4,4.704545454545454,1.3863636363636365,9.0,58.0,5.0,6,0.0,9.0,0.0,0.6655544864895373,0.31653201364439537,0.3490224728451421,55.55555555555556,12.555555555555555,16,0.5625,3.375,4.375,-1.0,0.9375,4.3125,9.0625,0.6054375000000001,1.0,4.0344827586206895,1.4,8.006896551724138,4.841379310344828,0.4375,0.7142857142857143,0.0,0.3333333333333333,0.2,0.6,5.0,7.333333333333333,4.0,7.4,3.7,4.4,0.618,1.0,5.2,8.4,6.906976744186046,1.9069767441860466,14.666666666666666,87.0,3.6818181818181817,7,0.0,9.0,0.0,0.6327463978241238,0.3067402397410792,0.3260061580830445,53.333333333333336,12.222222222222221,4.0,5.491525423728813,1.271186440677966,6.406779661016949,2.288135593220339,4.916666666666667,83.0,5.170212765957447,1.2765957446808511,7.468085106382978,6,3.0,7.714285714285714,2.0571428571428574,10.028571428571428,2.3142857142857145,3.888888888888889,78.0,7.714285714285714,2.0571428571428574,10.028571428571428,11
2026-04-19,2026-04-19T17:40:00Z,823881,146,158,Miami Marlins,Milwaukee Brewers,17,0.5294117647058824,4.705882352941177,4.352941176470588,0.35294117647058826,0.7647058823529411,3.176470588235294,7.529411764705882,0.7590588235294119,1.2941176470588236,3.865771812080537,1.2416107382550337,9.120805369127517,4.046979865771812,0.8823529411764706,0.7,2.0,0.3333333333333333,0.4,0.4,4.333333333333333,6.0,4.2,4.2,4.5,4.8,0.7369999999999999,0.6,3.0,7.6,4.071428571428571,1.4285714285714286,10.0,57.0,1.8,6,0.0,9.0,0.0,0.760809227425782,0.33518511347929975,0.42562411394648236,58.111111111111114,14.444444444444445,15,0.5333333333333333,5.333333333333333,4.266666666666667,1.0666666666666667,1.0666666666666667,5.0,8.466666666666667,0.8395333333333334,1.6,4.159090909090909,1.378787878787879,9.681818181818182,4.295454545454546,0.4,0.5,-0.6666666666666666,0.0,0.0,0.4,3.3333333333333335,6.0,2.4,5.2,4.3,4.9,0.742,1.2,3.8,6.8,5.232558139534884,1.4883720930232558,14.333333333333334,83.33333333333333,7.534883720930233,7,0.0,9.0,1.0,0.7016597317232538,0.33597860675138247,0.36568112497187155,49.666666666666664,11.666666666666666,4.0,5.4,1.55,9.0,4.95,5.0,87.0,6.230769230769231,1.9230769230769231,8.307692307692308,6,3.0,3.306122448979592,1.0408163265306123,15.428571428571429,4.959183673469388,5.444444444444444,96.33333333333333,3.306122448979592,1.0408163265306123,15.428571428571429,12
2026-04-19,2026-04-19T20:07:00Z,824047,108,135,Los Angeles Angels,San Diego Padres,17,0.47058823529411764,4.882352941176471,5.176470588235294,-0.29411764705882354,1.2352941176470589,4.705882352941177,9.823529411764707,0.7188823529411763,0.4117647058823529,4.44,1.4866666666666666,9.18,5.58,0.8235294117647058,0.5,-1.1666666666666667,0.3333333333333333,0.4,0.5,7.333333333333333,8.0,6.8,6.8,5.2,5.3,0.6714,1.4,6.4,7.0,6.6976744186046515,1.697674418604651,12.666666666666666,95.0,10.657894736842104,6,0.0,9.0,0.0,0.7005918590405763,0.3335908799359092,0.3670009791046672,57.22222222222222,12.777777777777779,16,0.625,4.625,3.75,0.875,1.0,3.75,7.5,0.5850625,1.0,3.413793103448276,1.2137931034482758,9.372413793103448,3.103448275862069,0.375,0.6666666666666666,0.8333333333333334,1.0,1.0,0.8,7.0,3.0,7.2,2.8,5.5,3.4,0.6458,2.0,4.6,5.8,2.25,1.0,13.0,76.0,3.4615384615384617,7,0.0,9.0,0.0,0.6822937379621045,0.3076508639823065,0.37464287397979795,57.22222222222222,13.333333333333334,3.0,4.595744680851064,1.2765957446808511,9.76595744680851,3.4468085106382977,5.222222222222222,97.0,4.595744680851064,1.2765957446808511,9.76595744680851,11,3.0,3.24,1.2,8.1,4.32,5.555555555555556,86.0,3.24,1.2,8.1,11
2026-04-19,2026-04-19T18:10:00Z,824205,117,138,Houston Astros,St. Louis Cardinals,17,0.35294117647058826,5.588235294117647,6.294117647058823,-0.7058823529411765,1.1176470588235294,4.588235294117647,7.647058823529412,0.7742352941176471,0.5294117647058824,6.502293577981652,1.7064220183486238,9.722477064220184,6.006880733944954,0.29411764705882354,0.7142857142857143,1.8571428571428572,0.0,0.0,0.1,3.3333333333333335,6.666666666666667,3.4,7.6,5.0,7.5,0.8224,0.6,2.6,7.0,8.479338842975206,2.0578512396694215,13.0,79.0,4.153846153846154,6,0.0,9.0,1.0,0.8227027213958139,0.3755417142540931,0.4471610071417207,57.44444444444444,12.222222222222221,16,0.5,4.3125,5.5625,-1.25,1.0625,4.25,7.875,0.7075000000000001,0.5625,5.089655172413793,1.4896551724137932,6.020689655172414,4.096551724137931,0.5625,0.5,-0.6666666666666666,0.0,0.4,0.4,2.3333333333333335,8.333333333333334,3.2,5.6,4.0,6.1,0.6808,1.0,4.4,7.2,4.6,1.2222222222222223,13.0,76.0,6.230769230769231,6,0.0,9.0,0.0,0.6909851911020982,0.31642328169819706,0.3745619094039011,56.111111111111114,12.555555555555555,4.0,6.545454545454546,1.8181818181818181,7.363636363636363,2.8636363636363638,5.5,90.75,6.061224489795919,1.7755102040816328,6.612244897959184,6,4.0,4.285714285714286,1.5714285714285714,5.142857142857143,3.4285714285714284,5.25,87.75,5.0625,1.5,5.625,6
2026-04-19,2026-04-19T19:10:00Z,824371,115,119,Colorado Rockies,Los Angeles Dodgers,16,0.375,4.0625,4.4375,-0.375,1.0,2.625,10.125,0.6319999999999998,1.0625,4.2665094339622645,1.3584905660377358,7.195754716981132,3.375,0.375,0.6666666666666666,1.1666666666666667,0.0,0.2,0.4,3.0,7.0,4.2,5.8,4.1,5.0,0.6874,1.0,3.6,10.0,5.037313432835821,1.5,13.333333333333334,82.33333333333333,7.425,7,0.0,9.0,0.0,0.7028869599305256,0.3073255508062458,0.39556140912427984,49.77777777777778,11.666666666666666,16,0.75,5.9375,3.5,2.4375,1.8125,4.1875,8.8125,0.8186249999999999,0.4375,3.3986013986013988,1.132867132867133,8.244755244755245,3.4615384615384617,0.3125,0.8333333333333334,4.666666666666667,0.6666666666666666,0.6,0.8,4.0,2.6666666666666665,4.6,3.8,7.2,3.9,0.8642,1.6,5.8,10.4,3.477272727272727,1.2045454545454546,9.0,47.333333333333336,2.0,6,0.0,9.0,0.0,0.7866190597922915,0.33775785540750325,0.44886120438478827,57.0,13.0,3.0,9.0,2.3076923076923075,6.923076923076923,2.769230769230769,4.333333333333333,90.0,9.0,2.3076923076923075,6.923076923076923,11,3.0,6.230769230769231,1.8461538461538463,10.384615384615385,6.923076923076923,4.333333333333333,87.33333333333333,6.230769230769231,1.8461538461538463,10.384615384615385,7
